Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
20232_30001_15094_AMB,FISICA DE ONDAS FLUIDOS Y CALOR_AMB(20232),20232_30001_15094_AMB,20232_30001,FISICA DE ONDAS FLUIDOS Y CALOR_AMB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_30263_ARQ-D,GEOMETRIA DESCRIPTIVA II_ARQ-D(20232),20232_30001_30263_ARQ-D,20232_30001,GEOMETRIA DESCRIPTIVA II_ARQ-D(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
20232_30001_12501_ELC,ONDAS Y ELECTROMAGNETISMO_ELC(20232),20232_30001_12501_ELC,20232_30001,ONDAS Y ELECTROMAGNETISMO_ELC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
20232_30001_10261_NEG-B,ESTADISTICA I_NEG-B(20232),20232_30001_10261_NEG-B,20232_30001,ESTADISTICA I_NEG-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_96115_SIS-A,CALCULO VECTORIAL_SIS-A(20232),20232_30001_96115_SIS-A,20232_30001,CALCULO VECTORIAL_SIS-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_96112_IND-C,FISICA MECANICA_IND-C(20232),20232_30001_96112_IND-C,20232_30001,FISICA MECANICA_IND-C(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
20232_31062_47912_DIA,COSTOS I_DIA(20232),20232_31062_47912_DIA,20232_31062,COSTOS I_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
20232_31062_47910_NOCHE,HABILIDADES GERENCIALES_NOCHE(20232),20232_31062_47910_NOCHE,20232_31062,HABILIDADES GERENCIALES_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
20232_31062_47913_DIA,SISTEMAS DE CONTROL Y RIESGO_DIA(20232),20232_31062_47913_DIA,20232_31062,SISTEMAS DE CONTROL Y RIESGO_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
20232_33052_13982_NEGB,GESTIÓN DE IMPORTACIONES Y EXPORTACIONES_NEGB(20232),20232_33052_13982_NEGB,20232_33052,GESTIÓN DE IMPORTACIONES Y EXPORTACIONES_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
20232_33052_13992_NEGB,MARKETING INTERNACIONAL_NEGB(20232),20232_33052_13992_NEGB,20232_33052,MARKETING INTERNACIONAL_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 6,20232_33052_6,20232_33052,20232_17
20232_33052_29700_NEGB,FORMULACION Y EVALUACION FINANCIERA DE PROYECTOS_NEGB(20232),20232_33052_29700_NEGB,20232_33052,FORMULACION Y EVALUACION FINANCIERA DE PROYECTOS_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 6,20232_33052_6,20232_33052,20232_17
20232_33052_13985_NEGA,LEGISLACION ADUANERA Y CAMBIARIA_NEGA(20232),20232_33052_13985_NEGA,20232_33052,LEGISLACION ADUANERA Y CAMBIARIA_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
20232_33052_23505_NEGC,CONTABILIDAD EMPRESARIAL_NEGC(20232),20232_33052_23505_NEGC,20232_33052,CONTABILIDAD EMPRESARIAL_NEGC(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
20232_33052_13987_NEGA,INTEGRACIÓN Y RELACIONES ECONÓMICAS INTERNACIONALES_NEGA(20232),20232_33052_13987_NEGA,20232_33052,INTEGRACIÓN Y RELACIONES ECONÓMICAS INTERNACIONALES_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_33052_13996_NEGAB,OPCIÓN DE GRADO II_NEGAB(20232),20232_33052_13996_NEGAB,20232_33052,OPCIÓN DE GRADO II_NEGAB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 8,20232_33052_8,20232_33052,20232_17
20232_31007_47743_INFO-APLI,INFORMÁTICA APLICADA_INFO-APLI(20232),20232_31007_47743_INFO-APLI,20232_31007,INFORMÁTICA APLICADA_INFO-APLI(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 5,20232_31007_5,20232_31007,20232_18
20232_31007_47742_INV-MER-A,INVESTIGACIÓN DE MERCADOS_INV-MER-A(20232),20232_31007_47742_INV-MER-A,20232_31007,INVESTIGACIÓN DE MERCADOS_INV-MER-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31007_47721_ADM-INU-A,ADMINISTRACIÓN INDUSTRIAL_ADM-INU-A(20232),20232_31007_47721_ADM-INU-A,20232_31007,ADMINISTRACIÓN INDUSTRIAL_ADM-INU-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 2,20232_31007_2,20232_31007,20232_18
20232_31007_47752_INV-OPER-II-B,INVESTIGACIÓN DE OPERACIONES II_INV-OPER-II-B(20232),20232_31007_47752_INV-OPER-II-B,20232_31007,INVESTIGACIÓN DE OPERACIONES II_INV-OPER-II-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
20232_31007_47742_INV-MER-B,INVESTIGACIÓN DE MERCADOS_INV-MER-B(20232),20232_31007_47742_INV-MER-B,20232_31007,INVESTIGACIÓN DE MERCADOS_INV-MER-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31007_47756_PRAC-PROF-A,PRÁCTICA PROFESIONAL_PRAC-PROF-A(20232),20232_31007_47756_PRAC-PROF-A,20232_31007,PRÁCTICA PROFESIONAL_PRAC-PROF-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 8,20232_31007_8,20232_31007,20232_18
20232_31007_47728_FINAN-A,FINANZAS_FINAN-A(20232),20232_31007_47728_FINAN-A,20232_31007,FINANZAS_FINAN-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
20232_31007_47754_OPC-GRADO-I-B,OPCIÓN DE GRADO I_OPC-GRADO-I-B(20232),20232_31007_47754_OPC-GRADO-I-B,20232_31007,OPCIÓN DE GRADO I_OPC-GRADO-I-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
20232_31010_15656_RECHID,RECURSOS HIDRÁULICOS_RECHID(20232),20232_31010_15656_RECHID,20232_31010,RECURSOS HIDRÁULICOS_RECHID(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 5,20232_31010_5,20232_31010,20232_18
20232_31010_15069_INVING,INVESTIGACION EN INGENIERÍA_INVING(20232),20232_31010_15069_INVING,20232_31010,INVESTIGACION EN INGENIERÍA_INVING(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 3,20232_31010_3,20232_31010,20232_18
20232_31008_30363_SIS-TRAN-FLU,SISTEMAS DE TRANSPORTE DE FLUIDOS_SIS-TRAN-FLU(20232),20232_31008_30363_SIS-TRAN-FLU,20232_31008,SISTEMAS DE TRANSPORTE DE FLUIDOS_SIS-TRAN-FLU(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 6,20232_31008_6,20232_31008,20232_18
20232_31008_30358_INST-MAQ-ELE,INSTALACIÓN DE MAQUINAS ELÉCTRICAS_INST-MAQ-ELE(20232),20232_31008_30358_INST-MAQ-ELE,20232_31008,INSTALACIÓN DE MAQUINAS ELÉCTRICAS_INST-MAQ-ELE(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 5,20232_31008_5,20232_31008,20232_18
20232_31008_30209_MOT-COMB,MOTORES DE COMBUSTION_MOT-COMB(20232),20232_31008_30209_MOT-COMB,20232_31008,MOTORES DE COMBUSTION_MOT-COMB(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 10,20232_31008_10,20232_31008,20232_18
20232_31008_30189_ADM-INF,ADMINISTRACION PARA INGENIEROS_ADM-INF(20232),20232_31008_30189_ADM-INF,20232_31008,ADMINISTRACION PARA INGENIEROS_ADM-INF(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 8,20232_31008_8,20232_31008,20232_18
20232_32090_32109_FRANC 3-B,FRANCÉS BÁSICO III_FRANC 3-B(20232),20232_32090_32109_FRANC 3-B,20232_32090,FRANCÉS BÁSICO III_FRANC 3-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32116_LING ELT&TIC-A,LINGÜÍSTICA APLICADA ELT & TIC_LING ELT&TIC-A(20232),20232_32090_32116_LING ELT&TIC-A,20232_32090,LINGÜÍSTICA APLICADA ELT & TIC_LING ELT&TIC-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
20232_32090_32092_INGL 1-B,INGLES BÁSICO I_INGL 1-B(20232),20232_32090_32092_INGL 1-B,20232_32090,INGLES BÁSICO I_INGL 1-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
20232_32090_32098_INGL 2-C,INGLÉS BÁSICO II_INGL 2-C(20232),20232_32090_32098_INGL 2-C,20232_32090,INGLÉS BÁSICO II_INGL 2-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
20232_32090_32092_INGL 1-A,INGLES BÁSICO I_INGL 1-A(20232),20232_32090_32092_INGL 1-A,20232_32090,INGLES BÁSICO I_INGL 1-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
20232_32090_32109_FRANC 3-C,FRANCÉS BÁSICO III_FRANC 3-C(20232),20232_32090_32109_FRANC 3-C,20232_32090,FRANCÉS BÁSICO III_FRANC 3-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32111_FONET Y FONO-B,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-B(20232),20232_32090_32111_FONET Y FONO-B,20232_32090,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32094_MODP- B,MODELOS PEDAGÓGICOS_MODP- B(20232),20232_32090_32094_MODP- B,20232_32090,MODELOS PEDAGÓGICOS_MODP- B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
20232_32090_32113_INTRO INV-A,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-A(20232),20232_32090_32113_INTRO INV-A,20232_32090,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32107_INGL 3-A,INGLÉS BÁSICO III_INGL 3-A(20232),20232_32090_32107_INGL 3-A,20232_32090,INGLÉS BÁSICO III_INGL 3-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32108_FONET Y FONO-C,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-C(20232),20232_32090_32108_FONET Y FONO-C,20232_32090,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32111_FONET Y FONO-A,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-A(20232),20232_32090_32111_FONET Y FONO-A,20232_32090,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32118_CURRI Y DID-B,CURRÍCULO Y DIDÁCTICA_CURRI Y DID-B(20232),20232_32090_32118_CURRI Y DID-B,20232_32090,CURRÍCULO Y DIDÁCTICA_CURRI Y DID-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
20232_32090_32126_PRAC INVES,PRÁCTICA INVESTIGATIVA EN PEDAGOGÍA DE LENGUAS_PRAC INVES(20232),20232_32090_32126_PRAC INVES,20232_32090,PRÁCTICA INVESTIGATIVA EN PEDAGOGÍA DE LENGUAS_PRAC INVES(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
20232_31005_41112_PROG-B,INTRODUCCION A LA PROGRAMACION_PROG-B(20232),20232_31005_41112_PROG-B,20232_31005,INTRODUCCION A LA PROGRAMACION_PROG-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 1,20232_31005_1,20232_31005,20232_18
20232_31005_96181_POO-B,PROGRAMACION ORIENTADA A OBJETOS_POO-B(20232),20232_31005_96181_POO-B,20232_31005,PROGRAMACION ORIENTADA A OBJETOS_POO-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 2,20232_31005_2,20232_31005,20232_18
20232_31005_40748_DESEMP,DESARROLLO EMPRESARIAL_DESEMP(20232),20232_31005_40748_DESEMP,20232_31005,DESARROLLO EMPRESARIAL_DESEMP(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 5,20232_31005_5,20232_31005,20232_18
20232_31005_41111_INTROING-A,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-A(20232),20232_31005_41111_INTROING-A,20232_31005,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 1,20232_31005_1,20232_31005,20232_18
20232_31005_41114_REQDIS-B,REQUERIMIENTOS Y DISEÑO DE SOFTWARE_REQDIS-B(20232),20232_31005_41114_REQDIS-B,20232_31005,REQUERIMIENTOS Y DISEÑO DE SOFTWARE_REQDIS-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 3,20232_31005_3,20232_31005,20232_18
20232_31009_30600_PRO IXD II,PROGRAMACION IXD II_PRO IXD II(20232),20232_31009_30600_PRO IXD II,20232_31009,PROGRAMACION IXD II_PRO IXD II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 3,20232_31009_3,20232_31009,20232_35
20232_31009_30607_FUND ADMI,FUNDAMENTOS DE ADMINISTRACION_FUND ADMI(20232),20232_31009_30607_FUND ADMI,20232_31009,FUNDAMENTOS DE ADMINISTRACION_FUND ADMI(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
20232_31009_30493_FUN DISEÑ,FUNDAMENTOS DE DISEÑO_FUN DISEÑ(20232),20232_31009_30493_FUN DISEÑ,20232_31009,FUNDAMENTOS DE DISEÑO_FUN DISEÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 1,20232_31009_1,20232_31009,20232_35
20232_31009_30604_EST CULT,ESTUDIOS CULTURALES_EST CULT(20232),20232_31009_30604_EST CULT,20232_31009,ESTUDIOS CULTURALES_EST CULT(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
20232_31009_30617_GESTION II,GESTION II GERENCIA DE PROYECTOS_GESTION II(20232),20232_31009_30617_GESTION II,20232_31009,GESTION II GERENCIA DE PROYECTOS_GESTION II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 6,20232_31009_6,20232_31009,20232_35
20232_31009_30612_GEST I,GESTION I_GEST I(20232),20232_31009_30612_GEST I,20232_31009,GESTION I_GEST I(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 5,20232_31009_5,20232_31009,20232_35
20232_32080_99249_PROF II,PROFUNDIZACIÓN II_PROF II(20232),20232_32080_99249_PROF II,20232_32080,PROFUNDIZACIÓN II_PROF II(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 8,20232_32080_8,20232_32080,20232_36
20232_32080_99210_MARC LEGAL,MARCO LEGAL_MARC LEGAL(20232),20232_32080_99210_MARC LEGAL,20232_32080,MARCO LEGAL_MARC LEGAL(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
20232_32080_99238_DEPORT ALTER,DEPORTES ALTERNATIVOS_DEPORT ALTER(20232),20232_32080_99238_DEPORT ALTER,20232_32080,DEPORTES ALTERNATIVOS_DEPORT ALTER(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 6,20232_32080_6,20232_32080,20232_36
20232_32080_99244_PROF I,PROFUNDIZACIÓN I_PROF I(20232),20232_32080_99244_PROF I,20232_32080,PROFUNDIZACIÓN I_PROF I(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 7,20232_32080_7,20232_32080,20232_36
20232_32080_99223_ENF CRO,ENFERMEDADES CRÓNICAS NO TRANSMISIBLES - PATOKINESIS_ENF CRO(20232),20232_32080_99223_ENF CRO,20232_32080,ENFERMEDADES CRÓNICAS NO TRANSMISIBLES - PATOKINESIS_ENF CRO(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 4,20232_32080_4,20232_32080,20232_36
20232_32080_99211_DIDACT,DIDÁCTICA DE LA ACTIVIDAD FÍSICA_DIDACT(20232),20232_32080_99211_DIDACT,20232_32080,DIDÁCTICA DE LA ACTIVIDAD FÍSICA_DIDACT(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
20232_30002_95084_ELMEC4,INGLES IV_ELMEC4(20232),20232_30002_95084_ELMEC4,20232_30002,INGLES IV_ELMEC4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_95346_NEGA4,INGLES IV_NEGA4(20232),20232_30002_95346_NEGA4,20232_30002,INGLES IV_NEGA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_95081_AMBIND1A,INGLES  I_AMBIND1A(20232),20232_30002_95081_AMBIND1A,20232_30002,INGLES  I_AMBIND1A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
20232_30002_95083_ELSI3,INGLES III _ELSI3(20232),20232_30002_95083_ELSI3,20232_30002,INGLES III _ELSI3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
20232_30002_95081_SIST1A,INGLES  I_SIST1A(20232),20232_30002_95081_SIST1A,20232_30002,INGLES  I_SIST1A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
20232_30002_95082_CULDIS2,INGLES II _CULDIS2(20232),20232_30002_95082_CULDIS2,20232_30002,INGLES II _CULDIS2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
20232_30002_95084_ARQB4,INGLES IV_ARQB4(20232),20232_30002_95084_ARQB4,20232_30002,INGLES IV_ARQB4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_95346_ADMCOND4,INGLES IV_ADMCOND4(20232),20232_30002_95346_ADMCOND4,20232_30002,INGLES IV_ADMCOND4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_95082_AMBIND2,INGLES II _AMBIND2(20232),20232_30002_95082_AMBIND2,20232_30002,INGLES II _AMBIND2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
20232_30002_95083_CULDIS3,INGLES III _CULDIS3(20232),20232_30002_95083_CULDIS3,20232_30002,INGLES III _CULDIS3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
20232_30002_95128_CIVA3,IDIOMA EXTRANJERO III_CIVA3(20232),20232_30002_95128_CIVA3,20232_30002,IDIOMA EXTRANJERO III_CIVA3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
