Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
20232_31002_30434_SIS DIG I,SISTEMAS DIGITALES I_SIS DIG I(20232),20232_31002_30434_SIS DIG I,20232_31002,SISTEMAS DIGITALES I_SIS DIG I(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 3,20232_31002_3,20232_31002,20232_18
20232_31002_30428_ELEC III,ELECTRÓNICA III_ELEC III(20232),20232_31002_30428_ELEC III,20232_31002,ELECTRÓNICA III_ELEC III(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 5,20232_31002_5,20232_31002,20232_18
20232_31002_30408_ELEC I,ELECTRÓNICA I_ELEC I(20232),20232_31002_30408_ELEC I,20232_31002,ELECTRÓNICA I_ELEC I(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 3,20232_31002_3,20232_31002,20232_18
20232_31002_12902_OPTA 2B,LICITACIONES Y CONTRATOS_OPTA 2B(20232),20232_31002_12902_OPTA 2B,20232_31002,LICITACIONES Y CONTRATOS_OPTA 2B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 8,20232_31002_8,20232_31002,20232_18
20232_31002_12706_OPTA IA,ADMINISTRACION DE PROYECTOS_OPTA IA(20232),20232_31002_12706_OPTA IA,20232_31002,ADMINISTRACION DE PROYECTOS_OPTA IA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 7,20232_31002_7,20232_31002,20232_18
20232_31002_12903_ING ECONOMICA,INGENIERIA ECONOMICA_ING ECONOMICA(20232),20232_31002_12903_ING ECONOMICA,20232_31002,INGENIERIA ECONOMICA_ING ECONOMICA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 8,20232_31002_8,20232_31002,20232_18
20232_30001_11711_SIS-B,QUIMICA GENERAL_SIS-B(20232),20232_30001_11711_SIS-B,20232_30001,QUIMICA GENERAL_SIS-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_96119_CONT-DN,MATEMATICAS III_CONT-DN(20232),20232_30001_96119_CONT-DN,20232_30001,MATEMATICAS III_CONT-DN(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_82303_INDU-ELEC-A,ELECTRICIDAD Y MAGNETISMO_INDU-ELEC-A(20232),20232_30001_82303_INDU-ELEC-A,20232_30001,ELECTRICIDAD Y MAGNETISMO_INDU-ELEC-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_96114_CIV-A,FISICA ELECTRICA_CIV-A(20232),20232_30001_96114_CIV-A,20232_30001,FISICA ELECTRICA_CIV-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_96110_AMB-ELEC-BIO,CALCULO DIFERENCIAL_AMB-ELEC-BIO(20232),20232_30001_96110_AMB-ELEC-BIO,20232_30001,CALCULO DIFERENCIAL_AMB-ELEC-BIO(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_96110_SIS-A,CALCULO DIFERENCIAL_SIS-A(20232),20232_30001_96110_SIS-A,20232_30001,CALCULO DIFERENCIAL_SIS-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_96112_CIV-B,FISICA MECANICA_CIV-B(20232),20232_30001_96112_CIV-B,20232_30001,FISICA MECANICA_CIV-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
20232_30001_10115_CIVA-MEC,OPERACIONAL Y NUMERICOS_CIVA-MEC(20232),20232_30001_10115_CIVA-MEC,20232_30001,OPERACIONAL Y NUMERICOS_CIVA-MEC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_47741_IND-B,PROCESO TÉRMICOS EN LA INDUSTRIA_IND-B(20232),20232_30001_47741_IND-B,20232_30001,PROCESO TÉRMICOS EN LA INDUSTRIA_IND-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_10238_CONTD-ADMA,MATEMATICAS I adm_CONTD-ADMA(20232),20232_30001_10238_CONTD-ADMA,20232_30001,MATEMATICAS I adm_CONTD-ADMA(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_10552_CONTDA-DN,MATEMATICA FINANCIERA_CONTDA-DN(20232),20232_30001_10552_CONTDA-DN,20232_30001,MATEMATICA FINANCIERA_CONTDA-DN(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_99236_CULF,ANÁLISIS DE DATOS_CULF(20232),20232_30001_99236_CULF,20232_30001,ANÁLISIS DE DATOS_CULF(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
20232_30001_15657_AMB-A,BALANCE DE MATERIA Y ENERGÍA _AMB-A(20232),20232_30001_15657_AMB-A,20232_30001,BALANCE DE MATERIA Y ENERGÍA _AMB-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
20232_30001_10115_CIV-B,OPERACIONAL Y NUMERICOS_CIV-B(20232),20232_30001_10115_CIV-B,20232_30001,OPERACIONAL Y NUMERICOS_CIV-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_96112_AMB,FISICA MECANICA_AMB(20232),20232_30001_96112_AMB,20232_30001,FISICA MECANICA_AMB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
20232_30001_10665_INDU-A,ECUACIONES DIFERENCIALES amb_INDU-A(20232),20232_30001_10665_INDU-A,20232_30001,ECUACIONES DIFERENCIALES amb_INDU-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_96116_CIV-B,FISICA DE LOS MATERIALES_CIV-B(20232),20232_30001_96116_CIV-B,20232_30001,FISICA DE LOS MATERIALES_CIV-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_33052_13992_NEGA,MARKETING INTERNACIONAL_NEGA(20232),20232_33052_13992_NEGA,20232_33052,MARKETING INTERNACIONAL_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 6,20232_33052_6,20232_33052,20232_17
20232_33052_23533_NEGA,AMBIENTE CULTURAL ECONÓMICO Y POLÍTICO: ASIA_NEGA(20232),20232_33052_23533_NEGA,20232_33052,AMBIENTE CULTURAL ECONÓMICO Y POLÍTICO: ASIA_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 8,20232_33052_8,20232_33052,20232_17
20232_33052_10707_NEGB,ECONOMIA INTERNACIONAL_NEGB(20232),20232_33052_10707_NEGB,20232_33052,ECONOMIA INTERNACIONAL_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 5,20232_33052_5,20232_33052,20232_17
20232_33052_23525_NEGB,INTERNATIONAL BUSINESS MANAGEMENT_NEGB(20232),20232_33052_23525_NEGB,20232_33052,INTERNATIONAL BUSINESS MANAGEMENT_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 8,20232_33052_8,20232_33052,20232_17
20232_33052_23501_NEGC,ADMINISTRACION Y PROCESOS_NEGC(20232),20232_33052_23501_NEGC,20232_33052,ADMINISTRACION Y PROCESOS_NEGC(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
20232_31007_47740_PROC-INDU-B,PROCESOS INDUSTRIALES_PROC-INDU-B(20232),20232_31007_47740_PROC-INDU-B,20232_31007,PROCESOS INDUSTRIALES_PROC-INDU-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31007_47724_METO-INVES-B,METODOLOGIA DE LA INVESTIGACIÓN_METO-INVES-B(20232),20232_31007_47724_METO-INVES-B,20232_31007,METODOLOGIA DE LA INVESTIGACIÓN_METO-INVES-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31007_47726_ING-ECO-A,INGENIERÍA ECONOMICA_ING-ECO-A(20232),20232_31007_47726_ING-ECO-A,20232_31007,INGENIERÍA ECONOMICA_ING-ECO-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 5,20232_31007_5,20232_31007,20232_18
20232_31007_30630 _GER-SERVI-A,GERENCIA DE SERVICIOS _GER-SERVI-A(20232),20232_31007_30630 _GER-SERVI-A,20232_31007,GERENCIA DE SERVICIOS _GER-SERVI-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
20232_31007_47756_PRAC-PROF-B,PRÁCTICA PROFESIONAL_PRAC-PROF-B(20232),20232_31007_47756_PRAC-PROF-B,20232_31007,PRÁCTICA PROFESIONAL_PRAC-PROF-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 8,20232_31007_8,20232_31007,20232_18
20232_31008_30353_DIB-MAQ,DIBUJO DE MAQUINAS_DIB-MAQ(20232),20232_31008_30353_DIB-MAQ,20232_31008,DIBUJO DE MAQUINAS_DIB-MAQ(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 3,20232_31008_3,20232_31008,20232_18
20232_31008_30350_CIEN-MATE-B,CIENCIA DE LOS MATERIALES_CIEN-MATE-B(20232),20232_31008_30350_CIEN-MATE-B,20232_31008,CIENCIA DE LOS MATERIALES_CIEN-MATE-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 2,20232_31008_2,20232_31008,20232_18
20232_31008_30367_DISE-TRAN-POTE,DISEÑO DE TRANSMISIÓN DE POTENCIA_DISE-TRAN-POTE(20232),20232_31008_30367_DISE-TRAN-POTE,20232_31008,DISEÑO DE TRANSMISIÓN DE POTENCIA_DISE-TRAN-POTE(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 7,20232_31008_7,20232_31008,20232_18
20232_32090_32098_INGL 2-A,INGLÉS BÁSICO II_INGL 2-A(20232),20232_32090_32098_INGL 2-A,20232_32090,INGLÉS BÁSICO II_INGL 2-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
20232_32090_32107_INGL 3-B,INGLÉS BÁSICO III_INGL 3-B(20232),20232_32090_32107_INGL 3-B,20232_32090,INGLÉS BÁSICO III_INGL 3-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32096_GRAM-C,GRAMÁTICA DEL ESPAÑOL_GRAM-C(20232),20232_32090_32096_GRAM-C,20232_32090,GRAMÁTICA DEL ESPAÑOL_GRAM-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
20232_32090_32124_LINGUI FLE & TIC,LINGÜÍSTICA APLICADA FLE & TIC_LINGUI FLE & TIC(20232),20232_32090_32124_LINGUI FLE & TIC,20232_32090,LINGÜÍSTICA APLICADA FLE & TIC_LINGUI FLE & TIC(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
20232_32090_32113_INTRO INV-B,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-B(20232),20232_32090_32113_INTRO INV-B,20232_32090,INTRODUCCIÓN A LA INVESTIGACIÓN_INTRO INV-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_31005_96500_BASDAT-C,BASES DE DATOS_BASDAT-C(20232),20232_31005_96500_BASDAT-C,20232_31005,BASES DE DATOS_BASDAT-C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 2,20232_31005_2,20232_31005,20232_18
20232_31005_41111_INTROING-B,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-B(20232),20232_31005_41111_INTROING-B,20232_31005,INTRODUCCION A LA INGENIERIA DE SISTEMAS_INTROING-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 1,20232_31005_1,20232_31005,20232_18
20232_31005_96503_CONSSF-A,CONSTRUCCION DE SOFTWARE_CONSSF-A(20232),20232_31005_96503_CONSSF-A,20232_31005,CONSTRUCCION DE SOFTWARE_CONSSF-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 4,20232_31005_4,20232_31005,20232_18
20232_31009_30614_REALID,REALIDADES _REALID(20232),20232_31009_30614_REALID,20232_31009,REALIDADES _REALID(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 6,20232_31009_6,20232_31009,20232_35
20232_31009_30565_PROGR IXD 1-A,PROGRAMACION IXD I_PROGR IXD 1-A(20232),20232_31009_30565_PROGR IXD 1-A,20232_31009,PROGRAMACION IXD I_PROGR IXD 1-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
20232_31009_30499_OBJE DISÑ,OBJETOS DE DISEÑO_OBJE DISÑ(20232),20232_31009_30499_OBJE DISÑ,20232_31009,OBJETOS DE DISEÑO_OBJE DISÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
20232_31009_30606_PRO IXD III,PROGRAMACION IXD III_PRO IXD III(20232),20232_31009_30606_PRO IXD III,20232_31009,PROGRAMACION IXD III_PRO IXD III(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
20232_31009_30562_EXPR II-B,EXPRESION II_EXPR II-B(20232),20232_31009_30562_EXPR II-B,20232_31009,EXPRESION II_EXPR II-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
20232_31009_30494_INTRO DISEÑ,INTRODUCCION AL DISEÑO DE INTERACCION _INTRO DISEÑ(20232),20232_31009_30494_INTRO DISEÑ,20232_31009,INTRODUCCION AL DISEÑO DE INTERACCION _INTRO DISEÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 1,20232_31009_1,20232_31009,20232_35
20232_31009_30568_EXPR III,EXPRESION III_EXPR III(20232),20232_31009_30568_EXPR III,20232_31009,EXPRESION III_EXPR III(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 3,20232_31009_3,20232_31009,20232_35
20232_32080_99204_EXPRE CORP,EXPRESION CORPORAL_EXPRE CORP(20232),20232_32080_99204_EXPRE CORP,20232_32080,EXPRESION CORPORAL_EXPRE CORP(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 1,20232_32080_1,20232_32080,20232_36
20232_32080_99242_PSICOL DEPOR,PSICOLOGÍA DEPORTIVA_PSICOL DEPOR(20232),20232_32080_99242_PSICOL DEPOR,20232_32080,PSICOLOGÍA DEPORTIVA_PSICOL DEPOR(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 6,20232_32080_6,20232_32080,20232_36
20232_32080_30637_RECRE TURIS,RECREACION TURISTICA_RECRE TURIS(20232),20232_32080_30637_RECRE TURIS,20232_32080,RECREACION TURISTICA_RECRE TURIS(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 1,20232_32080_1,20232_32080,20232_36
20232_32080_99245_TECNOLO,TECNOLOGÍA APLICADA A LA ACTIVIDAD FÍSICA_TECNOLO(20232),20232_32080_99245_TECNOLO,20232_32080,TECNOLOGÍA APLICADA A LA ACTIVIDAD FÍSICA_TECNOLO(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 7,20232_32080_7,20232_32080,20232_36
20232_32080_99215_FISIO EJERC,FISIOLOGÍA DEL EJERCICIO_FISIO EJERC(20232),20232_32080_99215_FISIO EJERC,20232_32080,FISIOLOGÍA DEL EJERCICIO_FISIO EJERC(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 3,20232_32080_3,20232_32080,20232_36
20232_32080_99235_NUTRI,NUTRICIÓN_NUTRI(20232),20232_32080_99235_NUTRI,20232_32080,NUTRICIÓN_NUTRI(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 5,20232_32080_5,20232_32080,20232_36
20232_32080_99250_METODO INVES,METODOLOGÍA DE LA INVESTIGACIÓN_METODO INVES(20232),20232_32080_99250_METODO INVES,20232_32080,METODOLOGÍA DE LA INVESTIGACIÓN_METODO INVES(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 8,20232_32080_8,20232_32080,20232_36
20232_32080_99233_MARCO CONC,MARCO CONCEPTUAL HISTORIA Y TENDENCIAS DE LA RECREACIÓN_MARCO CONC(20232),20232_32080_99233_MARCO CONC,20232_32080,MARCO CONCEPTUAL HISTORIA Y TENDENCIAS DE LA RECREACIÓN_MARCO CONC(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 5,20232_32080_5,20232_32080,20232_36
20232_30002_95086_SIST6,INGLES VI_SIST6(20232),20232_30002_95086_SIST6,20232_30002,INGLES VI_SIST6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 6,20232_30002_6,20232_30002,20232_12
20232_30002_95084_SISTA4,INGLES IV_SISTA4(20232),20232_30002_95084_SISTA4,20232_30002,INGLES IV_SISTA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_95145_DER7B,IDIOMA EXTRANJERO VII_DER7B(20232),20232_30002_95145_DER7B,20232_30002,IDIOMA EXTRANJERO VII_DER7B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 7,20232_30002_7,20232_30002,20232_12
20232_30002_95081_CULDISA1,INGLES  I_CULDISA1(20232),20232_30002_95081_CULDISA1,20232_30002,INGLES  I_CULDISA1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
20232_30002_20943_LEGB2,IDIOMA EXTRANJERO LEGAL II_LEGB2(20232),20232_30002_20943_LEGB2,20232_30002,IDIOMA EXTRANJERO LEGAL II_LEGB2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 10,20232_30002_10,20232_30002,20232_12
20232_30002_95129_DERB4,IDIOMA EXTRANJERO IV_DERB4(20232),20232_30002_95129_DERB4,20232_30002,IDIOMA EXTRANJERO IV_DERB4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
20232_30002_20943_LEGC2,IDIOMA EXTRANJERO LEGAL II_LEGC2(20232),20232_30002_20943_LEGC2,20232_30002,IDIOMA EXTRANJERO LEGAL II_LEGC2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 10,20232_30002_10,20232_30002,20232_12
20232_30002_95347_NEGB5,INGLES V_NEGB5(20232),20232_30002_95347_NEGB5,20232_30002,INGLES V_NEGB5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 5,20232_30002_5,20232_30002,20232_12
20232_30002_95086_AMB6,INGLES VI_AMB6(20232),20232_30002_95086_AMB6,20232_30002,INGLES VI_AMB6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 6,20232_30002_6,20232_30002,20232_12
20232_30002_95130_CIVA5,IDIOMA EXTRANJERO V_CIVA5(20232),20232_30002_95130_CIVA5,20232_30002,IDIOMA EXTRANJERO V_CIVA5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 5,20232_30002_5,20232_30002,20232_12
20232_30002_95125_CIV1,IDIOMA EXTRANJERO I_CIV1(20232),20232_30002_95125_CIV1,20232_30002,IDIOMA EXTRANJERO I_CIV1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
20232_30002_95130_CIVB5,IDIOMA EXTRANJERO V_CIVB5(20232),20232_30002_95130_CIVB5,20232_30002,IDIOMA EXTRANJERO V_CIVB5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 5,20232_30002_5,20232_30002,20232_12
20232_32020_20227_B,TEORIA DEL ESTADO Y LA CONSTITUCION_B(20232),20232_32020_20227_B,20232_32020,TEORIA DEL ESTADO Y LA CONSTITUCION_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
20232_32020_20803_A,SEGURIDAD SOCIAL_A(20232),20232_32020_20803_A,20232_32020,SEGURIDAD SOCIAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
