,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
338,20232_32020_20420_B,DERECHO ROMANO_B(),20232_32020_20420_B,20232_32020,DERECHO ROMANO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 4,20232_32020_4,20232_32020,20232_32
339,20232_32020_20605_A,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONFLICTOS_A(),20232_32020_20605_A,20232_32020,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONFLICTOS_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
340,20232_32020_56266_B,INTRODUCCION AL DERECHO_B(),20232_32020_56266_B,20232_32020,INTRODUCCION AL DERECHO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
341,20232_32020_56268_B,SOCIOLOGIA JURIDICA_B(),20232_32020_56268_B,20232_32020,SOCIOLOGIA JURIDICA_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
342,20232_32020_21048_A,POL II: REGIMEN DE SERVICIOS PUBLICOS_A(),20232_32020_21048_A,20232_32020,POL II: REGIMEN DE SERVICIOS PUBLICOS_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
343,20232_32020_20231_A,INVESTIGACION I (METODOS DE INVESTIGACION CIENTIFICA)_A(),20232_32020_20231_A,20232_32020,INVESTIGACION I (METODOS DE INVESTIGACION CIENTIFICA)_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
344,20232_32020_20245_B,INVESTIGACION II (METODOS DE LA INVESTIGACION JURIDICA Y SOCIOJURIDICA)_B(),20232_32020_20245_B,20232_32020,INVESTIGACION II (METODOS DE LA INVESTIGACION JURIDICA Y SOCIOJURIDICA)_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 3,20232_32020_3,20232_32020,20232_32
345,20232_32020_21053_A,POL VII: DERECHO TRIBUTARIO Y REGULACION ECONOMICA_A(),20232_32020_21053_A,20232_32020,POL VII: DERECHO TRIBUTARIO Y REGULACION ECONOMICA_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
346,20232_32020_20501_B,TEORIA DEL NEGOCIO JURIDICO Y LAS OBLIGACIONES_B(),20232_32020_20501_B,20232_32020,TEORIA DEL NEGOCIO JURIDICO Y LAS OBLIGACIONES_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 5,20232_32020_5,20232_32020,20232_32
347,20232_32020_20601_C,DERECHO COMERCIAL GENERAL_C(),20232_32020_20601_C,20232_32020,DERECHO COMERCIAL GENERAL_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
348,20232_32020_20604_C,RESPONSABILIDAD PUBLICA Y PRIVADA_C(),20232_32020_20604_C,20232_32020,RESPONSABILIDAD PUBLICA Y PRIVADA_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
349,20232_32020_21081_D,PNL VIII: JUICIO ORAL_D(),20232_32020_21081_D,20232_32020,PNL VIII: JUICIO ORAL_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
350,20232_32020_21021_C,CONSULTORIO JURIDICO_C(),20232_32020_21021_C,20232_32020,CONSULTORIO JURIDICO_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
351,20232_32020_23238_C,DERECHO POLICIVO_C(),20232_32020_23238_C,20232_32020,DERECHO POLICIVO_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
352,20232_32020_20227_C,TEORIA DEL ESTADO Y LA CONSTITUCION_C(),20232_32020_20227_C,20232_32020,TEORIA DEL ESTADO Y LA CONSTITUCION_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
353,20232_32020_20231_B,INVESTIGACION I (METODOS DE INVESTIGACION CIENTIFICA)_B(),20232_32020_20231_B,20232_32020,INVESTIGACION I (METODOS DE INVESTIGACION CIENTIFICA)_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
354,20232_32020_20234_A,DERECHO ADMINISTRATIVO COLOMBIANO_A(),20232_32020_20234_A,20232_32020,DERECHO ADMINISTRATIVO COLOMBIANO_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
355,20232_32020_37508_C,LAB IX: NEGOCIACION DE CONFLICTOS LABORALES_C(),20232_32020_37508_C,20232_32020,LAB IX: NEGOCIACION DE CONFLICTOS LABORALES_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
356,20232_32020_20707_A,ANALITICA VII_A(),20232_32020_20707_A,20232_32020,ANALITICA VII_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
357,20232_32020_21056_A,POL X: DERECHO AMBIENTAL_A(),20232_32020_21056_A,20232_32020,POL X: DERECHO AMBIENTAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
358,20232_32020_21061_B,PRV VI: CASACION CIVIL_B(),20232_32020_21061_B,20232_32020,PRV VI: CASACION CIVIL_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
359,20232_32020_20025_B,ANALITICA I_B(),20232_32020_20025_B,20232_32020,ANALITICA I_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
360,20232_32020_21047_A,POL I: ACCIONES CONSTITUCIONALES E INTERPRETACION CONSTITUCIONAL_A(),20232_32020_21047_A,20232_32020,POL I: ACCIONES CONSTITUCIONALES E INTERPRETACION CONSTITUCIONAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
361,20232_32020_21051_A,POL V: CONTRATACION ADMINISTRATIVA_A(),20232_32020_21051_A,20232_32020,POL V: CONTRATACION ADMINISTRATIVA_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
362,20232_32020_21020_D,ANALITICA X_D(),20232_32020_21020_D,20232_32020,ANALITICA X_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
363,20232_32020_56267_B,FILOSOFIA Y TEORIA DEL DERECHO_B(),20232_32020_56267_B,20232_32020,FILOSOFIA Y TEORIA DEL DERECHO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
364,20232_31030_30456_4A,CONSTRUCCIÓN II. SISTEMAS Y PROCESOS CONSTRUCTIVOS_4A(),20232_31030_30456_4A,20232_31030,CONSTRUCCIÓN II. SISTEMAS Y PROCESOS CONSTRUCTIVOS_4A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
365,20232_31030_30443_1B,EXPRESIÓN I. REPRESENTACIÓN Y COMUNICACIÓN DE UNA IDEA _1B(),20232_31030_30443_1B,20232_31030,EXPRESIÓN I. REPRESENTACIÓN Y COMUNICACIÓN DE UNA IDEA _1B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 1,20232_31030_1,20232_31030,20232_18
366,20232_31030_30446_2B,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2B(),20232_31030_30446_2B,20232_31030,TEORIA E HISTORIA II. FUNDAMENTOS DE LA ARQUITECTURA EL ARTE Y EL DISEÑO II_2B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
367,20232_31030_33112_10B,LEGISLACION_10B(),20232_31030_33112_10B,20232_31030,LEGISLACION_10B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
368,20232_31030_30444_2E,FUNDAMENTOS DEL PROYECTO II_2E(),20232_31030_30444_2E,20232_31030,FUNDAMENTOS DEL PROYECTO II_2E(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
369,20232_31030_30458_4C,URBANO II. LO URBANO Y EL TERRITORIO COMO ORDEN FISICO-ESPACIAL: SISTEMAS Y ORGANIZACIONES EN EL ESPACIO URBANO_4C(),20232_31030_30458_4C,20232_31030,URBANO II. LO URBANO Y EL TERRITORIO COMO ORDEN FISICO-ESPACIAL: SISTEMAS Y ORGANIZACIONES EN EL ESPACIO URBANO_4C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
370,20232_31030_30471_6A,URBANO IV. LO URBANO COMO HABITAD: LA VIVIENDA Y SUS EXTENSIONES_6A(),20232_31030_30471_6A,20232_31030,URBANO IV. LO URBANO COMO HABITAD: LA VIVIENDA Y SUS EXTENSIONES_6A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
371,20232_31030_30308_3C,ARQUITECTURA DEL PAISAJE_3C(),20232_31030_30308_3C,20232_31030,ARQUITECTURA DEL PAISAJE_3C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
372,20232_31030_30466_5B,TEORIA E HISTORIA V. LA CONDICIÓN URBANA: CRÍTICA Y UTOPÍA_5B(),20232_31030_30466_5B,20232_31030,TEORIA E HISTORIA V. LA CONDICIÓN URBANA: CRÍTICA Y UTOPÍA_5B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 5,20232_31030_5,20232_31030,20232_18
373,20232_31030_33224_10C,GERENCIA DE PROYECTOS_10C(),20232_31030_33224_10C,20232_31030,GERENCIA DE PROYECTOS_10C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
374,20232_31030_30447_2C,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2C(),20232_31030_30447_2C,20232_31030,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
375,20232_31030_30469_6B,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6B(),20232_31030_30469_6B,20232_31030,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
376,20232_31030_30469_6C,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6C(),20232_31030_30469_6C,20232_31030,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
377,20232_31030_33192_8C,LABORATORIO DE PATRIMONIO_8C(),20232_31030_33192_8C,20232_31030,LABORATORIO DE PATRIMONIO_8C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 8,20232_31030_8,20232_31030,20232_18
378,20232_31001_10125_GRUPO A,CONCRETO REFORZADO_GRUPO A(),20232_31001_10125_GRUPO A,20232_31001,CONCRETO REFORZADO_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
379,20232_31001_10200_GRUPO A,GEOMATICA_GRUPO A(),20232_31001_10200_GRUPO A,20232_31001,GEOMATICA_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
380,20232_31001_60010_GRUPO A,INGENIERIA APLICADA_GRUPO A(),20232_31001_60010_GRUPO A,20232_31001,INGENIERIA APLICADA_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
381,20232_31001_10463_GRUPO B,CASA DE UNO Y DOS PISOS _GRUPO B(),20232_31001_10463_GRUPO B,20232_31001,CASA DE UNO Y DOS PISOS _GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
382,20232_31001_30103_GRUPO B,DIBUJO TECNICO Y DESCRIPTIVA_GRUPO B(),20232_31001_30103_GRUPO B,20232_31001,DIBUJO TECNICO Y DESCRIPTIVA_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 2,20232_31001_2,20232_31001,20232_18
383,20232_31001_60010_GRUPO B,INGENIERIA APLICADA_GRUPO B(),20232_31001_60010_GRUPO B,20232_31001,INGENIERIA APLICADA_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
384,20232_31001_96308_GRUPO A,CIMENTACIONES  SUPERFICIALES PARA  EDIFICACIONES_GRUPO A(),20232_31001_96308_GRUPO A,20232_31001,CIMENTACIONES  SUPERFICIALES PARA  EDIFICACIONES_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
385,20232_31001_10127_GRUPO A,MECANICA DE SUELOS_GRUPO A(),20232_31001_10127_GRUPO A,20232_31001,MECANICA DE SUELOS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
386,20232_31001_92002_GRUPO A,SEMINARIO DE GRADO III_GRUPO A(),20232_31001_92002_GRUPO A,20232_31001,SEMINARIO DE GRADO III_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
387,20232_31001_10171_GRUPO A,GEOT V: ESTRUCTURAS DE CONTENCION_GRUPO A(),20232_31001_10171_GRUPO A,20232_31001,GEOT V: ESTRUCTURAS DE CONTENCION_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
388,20232_31006_15075_GAP,GESTIÓN AMBIENTAL DE PROCESOS_GAP(),20232_31006_15075_GAP,20232_31006,GESTIÓN AMBIENTAL DE PROCESOS_GAP(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 8,20232_31006_8,20232_31006,20232_18
389,20232_30003_95107_CIVA1,FILOSOFIA INSTITUCIONAL_CIVA1(),20232_30003_95107_CIVA1,20232_30003,FILOSOFIA INSTITUCIONAL_CIVA1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
390,20232_30003_99101_MEC2,CATEDRA HENRI DIDON_MEC2(),20232_30003_99101_MEC2,20232_30003,CATEDRA HENRI DIDON_MEC2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
391,20232_30003_10240_ADMD,FILOSOFIA INSTITUCIONAL_ADMD(),20232_30003_10240_ADMD,20232_30003,FILOSOFIA INSTITUCIONAL_ADMD(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
392,20232_30003_99103_CIVA2,CATEDRA HENRI DIDON II_CIVA2(),20232_30003_99103_CIVA2,20232_30003,CATEDRA HENRI DIDON II_CIVA2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 2,20232_30003_2,20232_30003,20232_12
393,20232_30003_62337_ARQA2,ANTROPOLOGIA_ARQA2(),20232_30003_62337_ARQA2,20232_30003,ANTROPOLOGIA_ARQA2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 6,20232_30003_6,20232_30003,20232_12
394,20232_30003_95111_DERC,CULTURA TEOLOGICA_DERC(),20232_30003_95111_DERC,20232_30003,CULTURA TEOLOGICA_DERC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
395,20232_30003_98150_LICENC1,COMUNICACION ORAL Y ESCRITA_LICENC1(),20232_30003_98150_LICENC1,20232_30003,COMUNICACION ORAL Y ESCRITA_LICENC1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
396,20232_30003_62349_NEGA8,ETICA_NEGA8(),20232_30003_62349_NEGA8,20232_30003,ETICA_NEGA8(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 8,20232_30003_8,20232_30003,20232_12
397,20232_30003_99101_DERA1,CATEDRA HENRI DIDON_DERA1(),20232_30003_99101_DERA1,20232_30003,CATEDRA HENRI DIDON_DERA1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
398,20232_30003_10263_NEGB,CULTURA TEOLOGICA_NEGB(),20232_30003_10263_NEGB,20232_30003,CULTURA TEOLOGICA_NEGB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 4,20232_30003_4,20232_30003,20232_12
399,20232_30003_96098_INDAMB,ETICA_INDAMB(),20232_30003_96098_INDAMB,20232_30003,ETICA_INDAMB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 10,20232_30003_10,20232_30003,20232_12
400,20232_30003_98150_LICENB1,COMUNICACION ORAL Y ESCRITA_LICENB1(),20232_30003_98150_LICENB1,20232_30003,COMUNICACION ORAL Y ESCRITA_LICENB1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
401,20232_30003_99103_CIVB2,CATEDRA HENRI DIDON II_CIVB2(),20232_30003_99103_CIVB2,20232_30003,CATEDRA HENRI DIDON II_CIVB2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 2,20232_30003_2,20232_30003,20232_12
402,20232_30003_99103_SISTB,CATEDRA HENRI DIDON II_SISTB(),20232_30003_99103_SISTB,20232_30003,CATEDRA HENRI DIDON II_SISTB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 2,20232_30003_2,20232_30003,20232_12
403,20232_30003_10240_CULF1,FILOSOFIA INSTITUCIONAL_CULF1(),20232_30003_10240_CULF1,20232_30003,FILOSOFIA INSTITUCIONAL_CULF1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
404,20232_30003_10295_CULF8,FILOSOFIA POLITICA_CULF8(),20232_30003_10295_CULF8,20232_30003,FILOSOFIA POLITICA_CULF8(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 8,20232_30003_8,20232_30003,20232_12
405,20232_30003_10548_DERAB,ANTROPOLOGIA neg in_DERAB(),20232_30003_10548_DERAB,20232_30003,ANTROPOLOGIA neg in_DERAB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 3,20232_30003_3,20232_30003,20232_12
406,20232_30003_10271_NEGC4,EPISTEMOLOGIA_NEGC4(),20232_30003_10271_NEGC4,20232_30003,EPISTEMOLOGIA_NEGC4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 5,20232_30003_5,20232_30003,20232_12
407,20232_30003_20233_DERB,FRAY LUIS DE GRANADA: GRAMÁTICA Y RETÓRICA_DERB(),20232_30003_20233_DERB,20232_30003,FRAY LUIS DE GRANADA: GRAMÁTICA Y RETÓRICA_DERB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 2,20232_30003_2,20232_30003,20232_12
408,20232_30003_98150_CONTD,COMUNICACION ORAL Y ESCRITA_CONTD(),20232_30003_98150_CONTD,20232_30003,COMUNICACION ORAL Y ESCRITA_CONTD(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
409,20232_32040_10288_DIA,SISTEMAS DE INFORMACION GERENCIAL_DIA(),20232_32040_10288_DIA,20232_32040,SISTEMAS DE INFORMACION GERENCIAL_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 6,20232_32040_6,20232_32040,20232_17
410,20232_32040_10460_OPCION DE GRADO,OPCIONES DE GRADO_OPCION DE GRADO(),20232_32040_10460_OPCION DE GRADO,20232_32040,OPCIONES DE GRADO_OPCION DE GRADO(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 8,20232_32040_8,20232_32040,20232_17
411,20232_32040_10400_DIA A,HABILIDADES GERENCIALES _DIA A(),20232_32040_10400_DIA A,20232_32040,HABILIDADES GERENCIALES _DIA A(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 6,20232_32040_6,20232_32040,20232_17
412,20232_32040_10306_DIA,MARKETING DIGITAL_DIA(),20232_32040_10306_DIA,20232_32040,MARKETING DIGITAL_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 7,20232_32040_7,20232_32040,20232_17
413,20232_32040_33212_EMPRE 9A,EMPRENDERISMO_EMPRE 9A(),20232_32040_33212_EMPRE 9A,20232_32040,EMPRENDERISMO_EMPRE 9A(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 8,20232_32040_8,20232_32040,20232_17
414,20232_32040_10392_DIA,ANALISIS FINANCIERO_DIA(),20232_32040_10392_DIA,20232_32040,ANALISIS FINANCIERO_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 4,20232_32040_4,20232_32040,20232_17
415,20232_32040_10248_COSTOS DIA,COSTOS Y PRESUPUESTOS_COSTOS DIA(),20232_32040_10248_COSTOS DIA,20232_32040,COSTOS Y PRESUPUESTOS_COSTOS DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 3,20232_32040_3,20232_32040,20232_17
416,20232_32040_10248_COSTOS NOCHE,COSTOS Y PRESUPUESTOS_COSTOS NOCHE(),20232_32040_10248_COSTOS NOCHE,20232_32040,COSTOS Y PRESUPUESTOS_COSTOS NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 3,20232_32040_3,20232_32040,20232_17
